dataset,stack_id,group_id,path,stack_index,source_stack_file,source_stack_index,n_slices,best_focus_index,label_source,confidence,outer_split,inner_split
WBC,WBC_000053,WBC_000053,/home/dineth/focus_measure/datasets/WBC_dataset1/53,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,53,10,6,q1_revision_surrogate,,test,test
WBC,WBC_000054,WBC_000054,/home/dineth/focus_measure/datasets/WBC_dataset1/54,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,54,10,6,q1_revision_surrogate,,test,test
WBC,WBC_000055,WBC_000055,/home/dineth/focus_measure/datasets/WBC_dataset1/55,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,55,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000056,WBC_000056,/home/dineth/focus_measure/datasets/WBC_dataset1/56,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,56,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000057,WBC_000057,/home/dineth/focus_measure/datasets/WBC_dataset1/57,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,57,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000058,WBC_000058,/home/dineth/focus_measure/datasets/WBC_dataset1/58,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,58,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000059,WBC_000059,/home/dineth/focus_measure/datasets/WBC_dataset1/59,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,59,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000060,WBC_000060,/home/dineth/focus_measure/datasets/WBC_dataset1/60,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,60,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000061,WBC_000061,/home/dineth/focus_measure/datasets/WBC_dataset1/61,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,61,10,5,q1_revision_surrogate,,test,test
WBC,WBC_000062,WBC_000062,/home/dineth/focus_measure/datasets/WBC_dataset1/62,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,62,10,6,q1_revision_surrogate,,test,test
WBC,WBC_000063,WBC_000063,/home/dineth/focus_measure/datasets/WBC_dataset1/63,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,63,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_000064,WBC_000064,/home/dineth/focus_measure/datasets/WBC_dataset1/64,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,64,10,7,q1_revision_surrogate,,trainval,val
WBC,WBC_000065,WBC_000065,/home/dineth/focus_measure/datasets/WBC_dataset1/65,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,65,10,6,q1_revision_surrogate,,test,test
WBC,WBC_000066,WBC_000066,/home/dineth/focus_measure/datasets/WBC_dataset1/66,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,66,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000067,WBC_000067,/home/dineth/focus_measure/datasets/WBC_dataset1/67,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,67,10,7,q1_revision_surrogate,,trainval,train
WBC,WBC_000068,WBC_000068,/home/dineth/focus_measure/datasets/WBC_dataset1/68,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,68,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000069,WBC_000069,/home/dineth/focus_measure/datasets/WBC_dataset1/69,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,69,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000070,WBC_000070,/home/dineth/focus_measure/datasets/WBC_dataset1/70,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,70,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000071,WBC_000071,/home/dineth/focus_measure/datasets/WBC_dataset1/71,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,71,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000072,WBC_000072,/home/dineth/focus_measure/datasets/WBC_dataset1/72,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,72,10,6,q1_revision_surrogate,,test,test
WBC,WBC_000073,WBC_000073,/home/dineth/focus_measure/datasets/WBC_dataset1/73,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,73,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_000074,WBC_000074,/home/dineth/focus_measure/datasets/WBC_dataset1/74,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,74,10,6,q1_revision_surrogate,,trainval,val
WBC,WBC_000075,WBC_000075,/home/dineth/focus_measure/datasets/WBC_dataset1/75,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,75,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000076,WBC_000076,/home/dineth/focus_measure/datasets/WBC_dataset1/76,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,76,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_000077,WBC_000077,/home/dineth/focus_measure/datasets/WBC_dataset1/77,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,77,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000078,WBC_000078,/home/dineth/focus_measure/datasets/WBC_dataset1/78,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,78,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000079,WBC_000079,/home/dineth/focus_measure/datasets/WBC_dataset1/79,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,79,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000080,WBC_000080,/home/dineth/focus_measure/datasets/WBC_dataset1/80,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,80,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000081,WBC_000081,/home/dineth/focus_measure/datasets/WBC_dataset1/81,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,81,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000082,WBC_000082,/home/dineth/focus_measure/datasets/WBC_dataset1/82,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,82,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_000083,WBC_000083,/home/dineth/focus_measure/datasets/WBC_dataset1/83,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,83,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000084,WBC_000084,/home/dineth/focus_measure/datasets/WBC_dataset1/84,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,84,10,6,q1_revision_surrogate,,test,test
WBC,WBC_000085,WBC_000085,/home/dineth/focus_measure/datasets/WBC_dataset1/85,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,85,10,6,q1_revision_surrogate,,test,test
WBC,WBC_000086,WBC_000086,/home/dineth/focus_measure/datasets/WBC_dataset1/86,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,86,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000087,WBC_000087,/home/dineth/focus_measure/datasets/WBC_dataset1/87,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,87,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_000088,WBC_000088,/home/dineth/focus_measure/datasets/WBC_dataset1/88,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,88,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000089,WBC_000089,/home/dineth/focus_measure/datasets/WBC_dataset1/89,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,89,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000090,WBC_000090,/home/dineth/focus_measure/datasets/WBC_dataset1/90,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,90,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_000091,WBC_000091,/home/dineth/focus_measure/datasets/WBC_dataset1/91,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,91,10,6,q1_revision_surrogate,,trainval,val
WBC,WBC_000092,WBC_000092,/home/dineth/focus_measure/datasets/WBC_dataset1/92,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,92,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000093,WBC_000093,/home/dineth/focus_measure/datasets/WBC_dataset1/93,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,93,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_000094,WBC_000094,/home/dineth/focus_measure/datasets/WBC_dataset1/94,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,94,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_000095,WBC_000095,/home/dineth/focus_measure/datasets/WBC_dataset1/95,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,95,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_000096,WBC_000096,/home/dineth/focus_measure/datasets/WBC_dataset1/96,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,96,10,6,q1_revision_surrogate,,trainval,val
WBC,WBC_000097,WBC_000097,/home/dineth/focus_measure/datasets/WBC_dataset1/97,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,97,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_000098,WBC_000098,/home/dineth/focus_measure/datasets/WBC_dataset1/98,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,98,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000099,WBC_000099,/home/dineth/focus_measure/datasets/WBC_dataset1/99,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,99,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000100,WBC_000100,/home/dineth/focus_measure/datasets/WBC_dataset1/100,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,100,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_000101,WBC_000101,/home/dineth/focus_measure/datasets/WBC_dataset1/101,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,101,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000102,WBC_000102,/home/dineth/focus_measure/datasets/WBC_dataset1/102,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,102,10,6,q1_revision_surrogate,,test,test
WBC,WBC_000103,WBC_000103,/home/dineth/focus_measure/datasets/WBC_dataset1/103,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,103,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000104,WBC_000104,/home/dineth/focus_measure/datasets/WBC_dataset1/104,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,104,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000105,WBC_000105,/home/dineth/focus_measure/datasets/WBC_dataset1/105,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,105,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000106,WBC_000106,/home/dineth/focus_measure/datasets/WBC_dataset1/106,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,106,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000107,WBC_000107,/home/dineth/focus_measure/datasets/WBC_dataset1/107,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,107,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000108,WBC_000108,/home/dineth/focus_measure/datasets/WBC_dataset1/108,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,108,10,7,q1_revision_surrogate,,trainval,train
WBC,WBC_000109,WBC_000109,/home/dineth/focus_measure/datasets/WBC_dataset1/109,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,109,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000110,WBC_000110,/home/dineth/focus_measure/datasets/WBC_dataset1/110,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,110,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000111,WBC_000111,/home/dineth/focus_measure/datasets/WBC_dataset1/111,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,111,10,7,q1_revision_surrogate,,trainval,train
WBC,WBC_000112,WBC_000112,/home/dineth/focus_measure/datasets/WBC_dataset1/112,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,112,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000113,WBC_000113,/home/dineth/focus_measure/datasets/WBC_dataset1/113,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,113,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000114,WBC_000114,/home/dineth/focus_measure/datasets/WBC_dataset1/114,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,114,10,6,q1_revision_surrogate,,trainval,val
WBC,WBC_000115,WBC_000115,/home/dineth/focus_measure/datasets/WBC_dataset1/115,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,115,10,7,q1_revision_surrogate,,trainval,val
WBC,WBC_000116,WBC_000116,/home/dineth/focus_measure/datasets/WBC_dataset1/116,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,116,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000117,WBC_000117,/home/dineth/focus_measure/datasets/WBC_dataset1/117,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,117,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000118,WBC_000118,/home/dineth/focus_measure/datasets/WBC_dataset1/118,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,118,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000119,WBC_000119,/home/dineth/focus_measure/datasets/WBC_dataset1/119,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,119,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000120,WBC_000120,/home/dineth/focus_measure/datasets/WBC_dataset1/120,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,120,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_000121,WBC_000121,/home/dineth/focus_measure/datasets/WBC_dataset1/121,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,121,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000122,WBC_000122,/home/dineth/focus_measure/datasets/WBC_dataset1/122,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,122,10,6,q1_revision_surrogate,,trainval,val
WBC,WBC_000123,WBC_000123,/home/dineth/focus_measure/datasets/WBC_dataset1/123,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,123,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000124,WBC_000124,/home/dineth/focus_measure/datasets/WBC_dataset1/124,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,124,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000125,WBC_000125,/home/dineth/focus_measure/datasets/WBC_dataset1/125,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,125,10,6,q1_revision_surrogate,,test,test
WBC,WBC_000126,WBC_000126,/home/dineth/focus_measure/datasets/WBC_dataset1/126,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,126,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000127,WBC_000127,/home/dineth/focus_measure/datasets/WBC_dataset1/127,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,127,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000128,WBC_000128,/home/dineth/focus_measure/datasets/WBC_dataset1/128,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,128,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000129,WBC_000129,/home/dineth/focus_measure/datasets/WBC_dataset1/129,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,129,10,7,q1_revision_surrogate,,trainval,train
WBC,WBC_000130,WBC_000130,/home/dineth/focus_measure/datasets/WBC_dataset1/130,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,130,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000131,WBC_000131,/home/dineth/focus_measure/datasets/WBC_dataset1/131,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,131,10,6,q1_revision_surrogate,,test,test
WBC,WBC_000132,WBC_000132,/home/dineth/focus_measure/datasets/WBC_dataset1/132,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,132,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000133,WBC_000133,/home/dineth/focus_measure/datasets/WBC_dataset1/133,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,133,10,7,q1_revision_surrogate,,trainval,val
WBC,WBC_000134,WBC_000134,/home/dineth/focus_measure/datasets/WBC_dataset1/134,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,134,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000135,WBC_000135,/home/dineth/focus_measure/datasets/WBC_dataset1/135,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,135,10,6,q1_revision_surrogate,,test,test
WBC,WBC_000136,WBC_000136,/home/dineth/focus_measure/datasets/WBC_dataset1/136,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,136,10,5,q1_revision_surrogate,,trainval,val
WBC,WBC_000137,WBC_000137,/home/dineth/focus_measure/datasets/WBC_dataset1/137,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,137,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000138,WBC_000138,/home/dineth/focus_measure/datasets/WBC_dataset1/138,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,138,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_000139,WBC_000139,/home/dineth/focus_measure/datasets/WBC_dataset1/139,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,139,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_000140,WBC_000140,/home/dineth/focus_measure/datasets/WBC_dataset1/140,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,140,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_000141,WBC_000141,/home/dineth/focus_measure/datasets/WBC_dataset1/141,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,141,10,6,q1_revision_surrogate,,test,test
WBC,WBC_000142,WBC_000142,/home/dineth/focus_measure/datasets/WBC_dataset1/142,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,142,10,6,q1_revision_surrogate,,trainval,val
WBC,WBC_000143,WBC_000143,/home/dineth/focus_measure/datasets/WBC_dataset1/143,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,143,10,7,q1_revision_surrogate,,test,test
WBC,WBC_000144,WBC_000144,/home/dineth/focus_measure/datasets/WBC_dataset1/144,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,144,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000145,WBC_000145,/home/dineth/focus_measure/datasets/WBC_dataset1/145,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,145,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000146,WBC_000146,/home/dineth/focus_measure/datasets/WBC_dataset1/146,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,146,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000147,WBC_000147,/home/dineth/focus_measure/datasets/WBC_dataset1/147,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,147,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000148,WBC_000148,/home/dineth/focus_measure/datasets/WBC_dataset1/148,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,148,10,7,q1_revision_surrogate,,test,test
WBC,WBC_000149,WBC_000149,/home/dineth/focus_measure/datasets/WBC_dataset1/149,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,149,10,6,q1_revision_surrogate,,test,test
WBC,WBC_000150,WBC_000150,/home/dineth/focus_measure/datasets/WBC_dataset1/150,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,150,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000151,WBC_000151,/home/dineth/focus_measure/datasets/WBC_dataset1/151,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,151,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000152,WBC_000152,/home/dineth/focus_measure/datasets/WBC_dataset1/152,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,152,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000153,WBC_000153,/home/dineth/focus_measure/datasets/WBC_dataset1/153,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,153,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000154,WBC_000154,/home/dineth/focus_measure/datasets/WBC_dataset1/154,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,154,10,7,q1_revision_surrogate,,trainval,train
WBC,WBC_000155,WBC_000155,/home/dineth/focus_measure/datasets/WBC_dataset1/155,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,155,10,7,q1_revision_surrogate,,trainval,train
WBC,WBC_000156,WBC_000156,/home/dineth/focus_measure/datasets/WBC_dataset1/156,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,156,10,6,q1_revision_surrogate,,trainval,val
WBC,WBC_000157,WBC_000157,/home/dineth/focus_measure/datasets/WBC_dataset1/157,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,157,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_000158,WBC_000158,/home/dineth/focus_measure/datasets/WBC_dataset1/158,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,158,10,7,q1_revision_surrogate,,trainval,train
WBC,WBC_000159,WBC_000159,/home/dineth/focus_measure/datasets/WBC_dataset1/159,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,159,10,6,q1_revision_surrogate,,trainval,val
WBC,WBC_000160,WBC_000160,/home/dineth/focus_measure/datasets/WBC_dataset1/160,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,160,10,5,q1_revision_surrogate,,trainval,train
WBC,WBC_000161,WBC_000161,/home/dineth/focus_measure/datasets/WBC_dataset1/161,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,161,10,6,q1_revision_surrogate,,test,test
WBC,WBC_000162,WBC_000162,/home/dineth/focus_measure/datasets/WBC_dataset1/162,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,162,10,6,q1_revision_surrogate,,trainval,train
WBC,WBC_000163,WBC_000163,/home/dineth/focus_measure/datasets/WBC_dataset1/163,0,/home/dineth/focus_measure/journal/focus_measure_q1_revision/outputs/01_stacks/arrays/WBC_stacks.npy,163,10,6,q1_revision_surrogate,,test,test
