stack_id,dataset,group_id,stack_index,n_slices,reference_focus_index,label_source,label_confidence,notes
BMA_000000,BMA,BMA_000000,0,14,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005518,WBC,WBC_005518,0,10,4,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005519,WBC,WBC_005519,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005520,WBC,WBC_005520,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005521,WBC,WBC_005521,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005522,WBC,WBC_005522,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005523,WBC,WBC_005523,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005524,WBC,WBC_005524,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005525,WBC,WBC_005525,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005526,WBC,WBC_005526,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005527,WBC,WBC_005527,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005528,WBC,WBC_005528,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005529,WBC,WBC_005529,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005530,WBC,WBC_005530,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005531,WBC,WBC_005531,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005532,WBC,WBC_005532,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005533,WBC,WBC_005533,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005534,WBC,WBC_005534,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005535,WBC,WBC_005535,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005536,WBC,WBC_005536,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005537,WBC,WBC_005537,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005538,WBC,WBC_005538,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005539,WBC,WBC_005539,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005540,WBC,WBC_005540,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005541,WBC,WBC_005541,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005542,WBC,WBC_005542,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005543,WBC,WBC_005543,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005544,WBC,WBC_005544,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005545,WBC,WBC_005545,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005546,WBC,WBC_005546,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005547,WBC,WBC_005547,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005548,WBC,WBC_005548,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005549,WBC,WBC_005549,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005550,WBC,WBC_005550,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005551,WBC,WBC_005551,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005552,WBC,WBC_005552,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005553,WBC,WBC_005553,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005554,WBC,WBC_005554,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005555,WBC,WBC_005555,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005556,WBC,WBC_005556,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005557,WBC,WBC_005557,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005558,WBC,WBC_005558,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005559,WBC,WBC_005559,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005560,WBC,WBC_005560,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005561,WBC,WBC_005561,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005562,WBC,WBC_005562,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005563,WBC,WBC_005563,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005564,WBC,WBC_005564,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005565,WBC,WBC_005565,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005566,WBC,WBC_005566,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005567,WBC,WBC_005567,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005568,WBC,WBC_005568,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005569,WBC,WBC_005569,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005570,WBC,WBC_005570,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005571,WBC,WBC_005571,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005572,WBC,WBC_005572,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005573,WBC,WBC_005573,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005574,WBC,WBC_005574,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005575,WBC,WBC_005575,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005576,WBC,WBC_005576,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005577,WBC,WBC_005577,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005578,WBC,WBC_005578,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005579,WBC,WBC_005579,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005580,WBC,WBC_005580,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005581,WBC,WBC_005581,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005582,WBC,WBC_005582,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005583,WBC,WBC_005583,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005584,WBC,WBC_005584,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005585,WBC,WBC_005585,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005586,WBC,WBC_005586,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005587,WBC,WBC_005587,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005588,WBC,WBC_005588,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005589,WBC,WBC_005589,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005590,WBC,WBC_005590,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005591,WBC,WBC_005591,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005592,WBC,WBC_005592,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005593,WBC,WBC_005593,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005594,WBC,WBC_005594,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005595,WBC,WBC_005595,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005596,WBC,WBC_005596,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005597,WBC,WBC_005597,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005598,WBC,WBC_005598,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005599,WBC,WBC_005599,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005600,WBC,WBC_005600,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005601,WBC,WBC_005601,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005602,WBC,WBC_005602,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005603,WBC,WBC_005603,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005604,WBC,WBC_005604,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005605,WBC,WBC_005605,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005606,WBC,WBC_005606,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005607,WBC,WBC_005607,0,10,4,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005608,WBC,WBC_005608,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005609,WBC,WBC_005609,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005610,WBC,WBC_005610,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005611,WBC,WBC_005611,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005612,WBC,WBC_005612,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005613,WBC,WBC_005613,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005614,WBC,WBC_005614,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005615,WBC,WBC_005615,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005616,WBC,WBC_005616,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005617,WBC,WBC_005617,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005618,WBC,WBC_005618,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005619,WBC,WBC_005619,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005620,WBC,WBC_005620,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005621,WBC,WBC_005621,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005622,WBC,WBC_005622,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005623,WBC,WBC_005623,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005624,WBC,WBC_005624,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005625,WBC,WBC_005625,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005626,WBC,WBC_005626,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005627,WBC,WBC_005627,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005628,WBC,WBC_005628,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005629,WBC,WBC_005629,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005630,WBC,WBC_005630,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005631,WBC,WBC_005631,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005632,WBC,WBC_005632,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005633,WBC,WBC_005633,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005634,WBC,WBC_005634,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005635,WBC,WBC_005635,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005636,WBC,WBC_005636,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005637,WBC,WBC_005637,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005638,WBC,WBC_005638,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005639,WBC,WBC_005639,0,10,4,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005640,WBC,WBC_005640,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005641,WBC,WBC_005641,0,10,4,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005642,WBC,WBC_005642,0,10,4,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005643,WBC,WBC_005643,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005644,WBC,WBC_005644,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005645,WBC,WBC_005645,0,10,4,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005646,WBC,WBC_005646,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005647,WBC,WBC_005647,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005648,WBC,WBC_005648,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005649,WBC,WBC_005649,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005650,WBC,WBC_005650,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005651,WBC,WBC_005651,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005652,WBC,WBC_005652,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005653,WBC,WBC_005653,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005654,WBC,WBC_005654,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005655,WBC,WBC_005655,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005656,WBC,WBC_005656,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005657,WBC,WBC_005657,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005658,WBC,WBC_005658,0,10,4,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005659,WBC,WBC_005659,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005660,WBC,WBC_005660,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005661,WBC,WBC_005661,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005662,WBC,WBC_005662,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005663,WBC,WBC_005663,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005664,WBC,WBC_005664,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005665,WBC,WBC_005665,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005666,WBC,WBC_005666,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005667,WBC,WBC_005667,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005668,WBC,WBC_005668,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005669,WBC,WBC_005669,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005670,WBC,WBC_005670,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005671,WBC,WBC_005671,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005672,WBC,WBC_005672,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005673,WBC,WBC_005673,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005674,WBC,WBC_005674,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005675,WBC,WBC_005675,0,10,7,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005676,WBC,WBC_005676,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005677,WBC,WBC_005677,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005678,WBC,WBC_005678,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005679,WBC,WBC_005679,0,10,4,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005680,WBC,WBC_005680,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005681,WBC,WBC_005681,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005682,WBC,WBC_005682,0,10,4,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005683,WBC,WBC_005683,0,10,4,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005684,WBC,WBC_005684,0,10,4,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005685,WBC,WBC_005685,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005686,WBC,WBC_005686,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005687,WBC,WBC_005687,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005688,WBC,WBC_005688,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005689,WBC,WBC_005689,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005690,WBC,WBC_005690,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005691,WBC,WBC_005691,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005692,WBC,WBC_005692,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005693,WBC,WBC_005693,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005694,WBC,WBC_005694,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005695,WBC,WBC_005695,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005696,WBC,WBC_005696,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005697,WBC,WBC_005697,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005698,WBC,WBC_005698,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005699,WBC,WBC_005699,0,10,8,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005700,WBC,WBC_005700,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005701,WBC,WBC_005701,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005702,WBC,WBC_005702,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005703,WBC,WBC_005703,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005704,WBC,WBC_005704,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005705,WBC,WBC_005705,0,10,4,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005706,WBC,WBC_005706,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005707,WBC,WBC_005707,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005708,WBC,WBC_005708,0,10,4,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005709,WBC,WBC_005709,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005710,WBC,WBC_005710,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005711,WBC,WBC_005711,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005712,WBC,WBC_005712,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005713,WBC,WBC_005713,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005714,WBC,WBC_005714,0,10,4,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005715,WBC,WBC_005715,0,10,4,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005716,WBC,WBC_005716,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005717,WBC,WBC_005717,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005718,WBC,WBC_005718,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005719,WBC,WBC_005719,0,10,6,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005720,WBC,WBC_005720,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
WBC_005721,WBC,WBC_005721,0,10,5,q1_revision_surrogate,1.0,source_column=best_focus_index; imported_label_source=q1_revision_surrogate
