dataset,stack_id,group_id,stack_index,outer_split,inner_split,method,method_type,pipeline_json,focus_measure,predicted_focus_index,reference_focus_index,label_source,label_confidence,runtime_sec_per_stack,failure,failure_reason,raw_curve,normalized_curve,heldout_dataset,optimized_for_dataset,evaluation_dataset,selection_role,source_method,workflow_origin,selection_endpoint,train_datasets,evaluation_scope
WBC,WBC_002057,WBC_002057,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.027168523985892534,0,,"[-8009.001953125, -8481.4267578125, -8363.1044921875, -8308.2734375, -9225.2041015625, -9379.0576171875, -8727.7255859375, -7485.33251953125, -6246.09228515625, -5253.5458984375]","[0.3320935092332295, 0.21758048954154358, 0.24626111722882857, 0.2595518453676674, 0.03729319563576866, 0.0, 0.15787908886302926, 0.4590279283535848, 0.7594125397322868, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002058,WBC_002058,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.025923114037141204,0,,"[-9169.7529296875, -10027.6884765625, -10062.998046875, -9094.4736328125, -9609.076171875, -9887.09765625, -9214.640625, -7960.8369140625, -6718.7080078125, -5627.2421875]","[0.20137382342619697, 0.007960214996475286, 0.0, 0.21834484240504737, 0.10233247486798286, 0.039655110921678276, 0.19125430902198792, 0.4739127218576667, 0.7539391583047385, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002068,WBC_002068,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.02493367693386972,0,,"[-5231.89892578125, -5895.18408203125, -5818.59765625, -6120.77490234375, -7156.7958984375, -7463.8056640625, -7440.087890625, -6773.767578125, -5709.40625, -4578.97021484375]","[0.773668646815082, 0.5437473331298851, 0.5702952687502654, 0.4655484811386588, 0.10642193325381592, 0.0, 0.008221534245193453, 0.23919495516611558, 0.6081454020324151, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002071,WBC_002071,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.03047791903372854,0,,"[-7886.673828125, -8507.3291015625, -8422.26171875, -8193.443359375, -9173.140625, -9772.5673828125, -9034.6630859375, -7693.84619140625, -6393.92919921875, -5210.14990234375]","[0.41335400865019917, 0.27731751569564983, 0.2959627587442452, 0.34611563501094994, 0.13138358345736345, 0.0, 0.16173537385254502, 0.4556183646729055, 0.7405368311991086, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002074,WBC_002074,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,7,q1_revision_surrogate,1.0,0.02583981293719262,0,,"[-5072.2099609375, -5802.0791015625, -5673.25146484375, -5645.5576171875, -5888.09912109375, -7101.39111328125, -7655.6318359375, -7386.865234375, -6394.716796875, -5199.521484375]","[0.9999999999999997, 0.7174796932363203, 0.7673467466840852, 0.7780665783632413, 0.68418276238516, 0.21453744276909856, 0.0, 0.10403511875601035, 0.4880794156248675, 0.9507198089984815]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002077,WBC_002077,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.02658848196733743,0,,"[-6676.3603515625, -7995.3662109375, -8338.890625, -8392.8046875, -9238.236328125, -9631.7744140625, -9216.806640625, -8143.13330078125, -6892.72802734375, -5742.75634765625]","[0.7599383731408139, 0.4207767038318662, 0.3324447886294401, 0.3185816330515025, 0.10119214650528975, 0.0, 0.10670245454039812, 0.38278071427342786, 0.7043028188474932, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002078,WBC_002078,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.026223809109069407,0,,"[-7876.33935546875, -8309.2333984375, -8596.5595703125, -8472.7314453125, -9124.6103515625, -9388.158203125, -8768.6416015625, -7576.07177734375, -6154.58837890625, -5022.52685546875]","[0.3463001630836032, 0.2471406123805519, 0.18132512110475857, 0.2096894320460566, 0.06036878301783069, 0.0, 0.1419076766285124, 0.4150800380233877, 0.7406877875647325, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002085,WBC_002085,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.023133869050070643,0,,"[-6196.75732421875, -6774.4453125, -7401.24072265625, -7891.72314453125, -8824.2822265625, -8591.8701171875, -8255.1513671875, -7119.86376953125, -6102.61279296875, -4983.712890625]","[0.6841498414719699, 0.5337325627431031, 0.37052878868514916, 0.2428179263175854, 0.0, 0.06051501458396848, 0.1481891900894617, 0.4437931743823585, 0.7086630120503677, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002090,WBC_002090,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.02684046991635114,0,,"[-7742.26318359375, -7981.74169921875, -6241.61572265625, -6417.7333984375, -6781.35498046875, -7877.76123046875, -7861.23095703125, -7180.455078125, -6082.54248046875, -5014.697265625]","[0.08071281741303019, 0.0, 0.5864846366506282, 0.5271266864335051, 0.40457321944992397, 0.03504513365984766, 0.04061642650950619, 0.27006222489334736, 0.6400980036721753, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002098,WBC_002098,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.02717640600167215,0,,"[-6244.73486328125, -7238.4267578125, -7474.47607421875, -7527.06201171875, -7948.986328125, -8525.916015625, -8193.0537109375, -7602.90771484375, -6640.93017578125, -5776.1025390625]","[0.8295766864869027, 0.46820966905070605, 0.38236773161816007, 0.36324427544623933, 0.2098068441431929, 0.0, 0.1210490484262249, 0.3356621489596772, 0.6854958912340998, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002107,WBC_002107,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.030105831916444004,0,,"[-7611.11767578125, -7818.6396484375, -7491.06396484375, -7722.8759765625, -8748.1748046875, -8968.849609375, -8408.107421875, -7316.84814453125, -6321.4560546875, -5196.5205078125]","[0.359918739070612, 0.30490710910166413, 0.3917435633914205, 0.3302929302473681, 0.05849829077640558, 0.0, 0.14864614735436, 0.43792612478044135, 0.7017928402882315, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002108,WBC_002108,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.027715448988601565,0,,"[-7276.4404296875, -7314.5888671875, -7140.29931640625, -7862.59423828125, -8989.734375, -8887.4169921875, -7880.67041015625, -6697.25390625, -5719.52734375, -4648.759765625]","[0.3946795591967709, 0.385891570108419, 0.4260414365473622, 0.25965140046765484, 0.0, 0.023570140813892325, 0.25548731901093275, 0.5281027131094101, 0.7533347521055493, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002119,WBC_002119,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.02556118997745216,0,,"[-10576.681640625, -10628.46484375, -10023.166015625, -10906.0322265625, -11309.9990234375, -10711.6279296875, -9389.126953125, -7549.26123046875, -6150.34228515625, -5048.28125]","[0.11711121601859263, 0.10884140811625204, 0.2055079858870845, 0.06451373432840522, 0.0, 0.09556021452904155, 0.3067643959395502, 0.6005920306600172, 0.8240002064878674, 0.9999999999999999]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002132,WBC_002132,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,7,q1_revision_surrogate,1.0,0.027395211975090206,0,,"[-6475.4013671875, -7423.01513671875, -7975.98095703125, -7209.51025390625, -7486.52001953125, -8711.443359375, -8592.103515625, -8358.8740234375, -7754.5859375, -6618.240234375]","[0.9999999999999996, 0.5762093141174829, 0.3289126075956442, 0.671692710027964, 0.5478087371004235, 0.0, 0.053371020833669965, 0.15767563273379515, 0.42792462092311356, 0.9361197742767957]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002136,WBC_002136,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,4,q1_revision_surrogate,1.0,0.029024704010225832,0,,"[-6580.55810546875, -7469.11572265625, -7813.18994140625, -8249.451171875, -8309.814453125, -8170.1337890625, -7394.74755859375, -6385.8779296875, -5400.7607421875, -4493.01708984375]","[0.4530647511686685, 0.22026286712428775, 0.13011550377193942, 0.015815165308672944, 0.0, 0.036596300711761745, 0.2397473083938045, 0.5040709108495917, 0.7621713793148883, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002146,WBC_002146,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.026322970050387084,0,,"[-5033.9560546875, -5213.5986328125, -5556.46875, -6396.55517578125, -6987.20654296875, -6772.06005859375, -6022.55078125, -5154.2822265625, -4216.3193359375, -3446.3515625]","[0.5516324444393573, 0.5008982067719288, 0.4040656284599783, 0.16681038066950357, 0.0, 0.06076116801217263, 0.27243582892825663, 0.5176502077934864, 0.7825474983627909, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002152,WBC_002152,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.030382369994185865,0,,"[-5965.42138671875, -6984.64794921875, -7363.59912109375, -7483.2197265625, -8038.35400390625, -8235.58984375, -7942.76953125, -6867.17431640625, -5718.951171875, -4416.2255859375]","[0.5943838565247149, 0.3275262085757993, 0.2283078187351717, 0.196988311771659, 0.05164101314513392, 0.0, 0.0766672913956915, 0.35828358726053927, 0.6589155948472893, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002175,WBC_002175,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.03049012098927051,0,,"[-7130.85791015625, -7520.87060546875, -7976.943359375, -7632.31640625, -7313.01416015625, -7856.626953125, -7518.7373046875, -6322.96533203125, -5034.6416015625, -4090.581787109375]","[0.21770631308643495, 0.11735211596392305, 0.0, 0.08867598825193544, 0.17083567415774448, 0.030958623898666056, 0.11790103575473045, 0.4255852155257734, 0.7570838953353564, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002176,WBC_002176,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.025952103082090616,0,,"[-5106.72021484375, -5831.4677734375, -5987.31298828125, -6678.65283203125, -7265.1240234375, -6941.8994140625, -6337.05126953125, -5358.0146484375, -4400.21337890625, -3565.65576171875]","[0.5834362281002429, 0.38753035533110153, 0.34540397288408864, 0.1585285100226212, 0.0, 0.0873705588231839, 0.2508665268221744, 0.5155090515938008, 0.7744114672307608, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002184,WBC_002184,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,6,q1_revision_surrogate,1.0,0.028097792994230986,0,,"[-4731.765625, -5304.5439453125, -6188.7705078125, -6570.9306640625, -7307.67236328125, -8826.28515625, -8449.373046875, -7877.2470703125, -6882.3095703125, -5670.53076171875]","[0.9999999999999998, 0.8601109810465015, 0.6441573005837642, 0.5508227461059323, 0.37088913152775665, 0.0, 0.0920528297638707, 0.23178252752106707, 0.4747750184364198, 0.7707264235635094]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002190,WBC_002190,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.026208267896436155,0,,"[-6623.8583984375, -7741.50146484375, -7762.91162109375, -8380.201171875, -7916.8642578125, -8729.564453125, -8989.4970703125, -8227.52734375, -6765.50537109375, -5281.54736328125]","[0.6379910351505375, 0.33657295920228397, 0.3307988365896173, 0.16432151096389314, 0.28927922362754954, 0.07010144088378523, 0.0, 0.2054962409866575, 0.5997901468300595, 0.9999999999999998]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002200,WBC_002200,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,5,q1_revision_surrogate,1.0,0.02620598196517676,0,,"[-9751.44921875, -11545.5185546875, -11862.6640625, -11679.552734375, -12061.796875, -11543.201171875, -10383.4580078125, -8920.234375, -7398.14501953125, -6229.31640625]","[0.3961175127167029, 0.08851779668679237, 0.034142045321358366, 0.06553714884653894, 0.0, 0.08891512040264814, 0.28775730603469923, 0.5386323223596307, 0.7996000810386339, 0.9999999999999999]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002201,WBC_002201,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,8,q1_revision_surrogate,1.0,0.02859312400687486,0,,"[-3202.20947265625, -3554.4111328125, -3775.293212890625, -4083.33984375, -4519.8818359375, -4950.60400390625, -5815.75927734375, -6374.037109375, -6320.37841796875, -5686.498046875]","[0.9999999999999997, 0.8889593948678111, 0.8193206548804682, 0.7222010550342267, 0.5845699974276092, 0.44877378864801387, 0.17601140287963038, 0.0, 0.016917278475371316, 0.21676432052633784]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002203,WBC_002203,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,9,6,q1_revision_surrogate,1.0,0.028598241042345762,0,,"[-6305.1220703125, -6193.0029296875, -6473.79345703125, -7123.69677734375, -7675.87939453125, -7984.9375, -7933.51904296875, -7283.58642578125, -6549.541015625, -5344.5439453125]","[0.6361988828162821, 0.6786619241405402, 0.5723177290317234, 0.32617892174720925, 0.11705001510857271, 0.0, 0.019473785239312758, 0.2656236881708936, 0.5436297486133214, 0.9999999999999997]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002209,WBC_002209,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,7,q1_revision_surrogate,1.0,0.027313975035212934,0,,"[-3538.415283203125, -3723.42236328125, -3972.593505859375, -4405.4794921875, -5059.84521484375, -6077.26220703125, -6862.267578125, -7562.0576171875, -7201.55908203125, -6053.1845703125]","[0.9999999999999998, 0.9540199986177886, 0.8920932362727405, 0.7845076333795868, 0.6218774420404203, 0.369017742361296, 0.17391954378050772, 0.0, 0.08959507461968409, 0.3750017823728512]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002224,WBC_002224,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,0,7,q1_revision_surrogate,1.0,0.027080598985776305,0,,"[-4161.78955078125, -4405.24169921875, -4314.4091796875, -4853.099609375, -5843.05224609375, -6430.50048828125, -6648.40380859375, -6348.509765625, -5578.81005859375, -4601.57421875]","[0.9999999999999997, 0.902094927802888, 0.9386235205453571, 0.7219874146455256, 0.3238747465433081, 0.0876305279871562, 0.0, 0.12060336339926311, 0.43014060047292263, 0.8231391674092492]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
WBC,WBC_002231,WBC_002231,0,test,test,WBC_specific_gp_workflow,q1_gp_dataset_specific,"{""steps"": [{""baseline"": false, ""category"": ""gp_step_1"", ""enabled"": true, ""name"": ""histogram_equalization"", ""params"": {}}, {""baseline"": false, ""category"": ""gp_step_2"", ""enabled"": true, ""name"": ""median_filter"", ""params"": {""ksize"": 3}}]}",cfm4,2,8,q1_revision_surrogate,1.0,0.02484429010655731,0,,"[-5597.3984375, -5596.14306640625, -4518.99072265625, -5796.63671875, -6243.236328125, -6079.39208984375, -6009.236328125, -5989.0458984375, -5579.4931640625, -4705.52099609375]","[0.37456258469014536, 0.3752906544557103, 0.9999999999999994, 0.2590115978596843, 0.0, 0.09502372386021396, 0.1357115246562482, 0.14742124258939093, 0.38494699476531696, 0.8918191974241447]",,WBC,WBC,dataset_specific_gp_selected,WBC_specific_gp_workflow,fresh_gp_final_evaluation,q1_gp_rank_value_score_on_dataset_trainval,"[""WBC""]",dataset_outer_test_split
